screen_time_minutes,accelerometer_mean,gyroscope_mean,touch_events_per_minute,battery_consumption_per_hour,cpu_usage_percent,background_apps_running,device_temperature_c,usage_class,overheating_flag,cpu_usage,battery_drain,temperature,memory_usage,screen_time,gaming_time,social_media_time,Age_Group,Usage_Type,Health_Risk,total_usage,usage_intensity
139,11.48288356,5.698865712,57,17.35610405,91,21,49.18853245,1,1,,,,,,,,Adult,Productivity,Low,,
419,13.93868135,11.58963561,81,26.47149573,80,7,29.69528214,1,0,,,,,,,,Adult,Productivity,Low,,
205,5.14827526,13.18550527,115,21.34312701,17,20,41.04697535,0,0,,,,,,,,Adult,Productivity,Low,,
156,7.508427055,2.041117622,92,26.78534207,10,6,48.47309472,0,1,,,,,,,,Adult,Productivity,Low,,
125,11.41355365,3.115909524,86,6.90761816,92,14,34.28994936,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,44,26,31,3265,7.64,4.55,1.2,Teen,Gaming,Medium,13.39,1.752617801
,,,,,,,,,,82,10,45,6408,6.57,4.21,3.04,Young Adult,Gaming,Medium,13.82,2.103500761
43,11.16450027,6.882153278,150,25.54417935,58,21,41.27672867,0,0,,,,,,,,Adult,Productivity,Low,,
275,12.59509886,11.95725305,105,10.42703195,65,12,32.28169526,1,0,,,,,,,,Adult,Productivity,Low,,
328,10.31519076,13.50002831,199,17.03210364,18,5,28.1150515,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,74,27,32,6188,6.65,4.52,2.94,Young Adult,Gaming,Medium,14.11,2.121804511
353,15.36717758,14.96550461,11,8.668364843,79,23,28.0708018,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,64,16,37,6315,9.74,0.67,3.19,Teen,Social Media,High,13.6,1.396303901
396,14.32044257,13.41854808,113,21.30731846,46,9,36.26954227,1,0,,,,,,,,Adult,Productivity,Low,,
25,16.94855673,4.025771978,171,4.505187364,42,2,36.73359338,1,0,,,,,,,,Adult,Productivity,Low,,
364,8.769890684,10.82171512,178,12.18774642,39,19,29.46634489,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,83,21,30,4672,2.91,1.04,1.98,Adult,Productivity,Low,5.93,2.037800687
247,16.42649419,5.512084454,147,8.773255492,32,3,49.30675311,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,89,6,30,3660,4.09,1.3,0.51,Young Adult,Productivity,Low,5.9,1.442542787
,,,,,,,,,,47,24,30,1574,8.56,3.69,2.14,Teen,Gaming,High,14.39,1.681074766
378,6.022939973,8.256383599,22,3.231288916,49,17,28.94982219,1,0,,,,,,,,Adult,Productivity,Low,,
206,5.198518178,13.66154561,49,11.0980978,98,26,37.37383445,1,0,,,,,,,,Adult,Productivity,Low,,
272,9.702166898,9.111223122,75,33.10632359,33,8,44.12163398,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,9,34,5583,9.45,4.39,5.6,Teen,Social Media,High,19.44,2.057142857
,,,,,,,,,,42,15,46,7617,3.99,1.49,4.42,Adult,Social Media,Low,9.9,2.481203008
45,6.134983742,10.46269692,158,14.65372804,10,1,49.46922261,1,1,,,,,,,,Adult,Productivity,Low,,
256,13.6526846,11.68965049,164,12.08146577,23,8,45.47234129,1,1,,,,,,,,Adult,Productivity,Low,,
104,13.41286627,9.061589136,127,3.947977203,65,16,46.73134907,0,1,,,,,,,,Adult,Productivity,Low,,
235,0.404560352,9.749901462,46,18.72285061,9,17,42.52665983,0,0,,,,,,,,Adult,Productivity,Low,,
19,6.99145599,12.61861429,162,18.5466867,84,17,34.52378279,1,0,,,,,,,,Adult,Productivity,Low,,
349,19.30851142,9.048934163,144,2.596142143,7,15,40.05510876,1,0,,,,,,,,Adult,Productivity,Low,,
344,6.878428932,8.661176346,195,1.308461758,5,7,32.94154346,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,61,7,36,3701,6.32,2.78,1.08,Young Adult,Gaming,Medium,10.18,1.610759494
414,19.63863368,6.928781427,179,21.42714718,40,20,31.01641353,1,0,,,,,,,,Adult,Productivity,Low,,
411,1.968078473,14.79454209,110,14.29977205,6,26,38.15250422,1,0,,,,,,,,Adult,Productivity,Low,,
148,19.91704436,9.005489003,73,17.40011697,64,6,45.34952922,0,1,,,,,,,,Adult,Productivity,Low,,
40,11.51000413,7.498803083,151,33.6847198,80,13,41.5302853,1,0,,,,,,,,Adult,Productivity,Low,,
138,12.4032523,0.821950394,47,3.859339632,77,29,45.85893534,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,63,21,35,2081,2.67,3.63,3.39,Adult,Gaming,Low,9.69,3.629213483
179,18.13136588,1.176617952,115,26.33219464,30,11,31.8464498,0,0,,,,,,,,Adult,Productivity,Low,,
364,11.65566377,4.100816756,106,33.57780696,71,2,32.58723132,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,81,21,32,5070,7.9,0.11,2.93,Teen,Social Media,Medium,10.94,1.384810127
111,3.855271456,9.720383007,111,1.079539281,30,14,48.61307211,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,11,33,1119,3.91,1.88,1.09,Adult,Productivity,Low,6.88,1.759590793
,,,,,,,,,,21,7,39,5452,8.14,0.33,1.92,Teen,Productivity,High,10.39,1.276412776
,,,,,,,,,,20,9,47,4059,4.8,0.46,5.03,Young Adult,Social Media,Low,10.29,2.14375
311,4.840899433,4.843600773,9,23.98577674,27,6,42.43556043,1,0,,,,,,,,Adult,Productivity,Low,,
56,10.07069369,8.783782296,196,9.339708097,12,16,33.83102142,1,0,,,,,,,,Adult,Productivity,Low,,
156,7.508427055,2.041117622,92,26.78534207,10,6,48.47309472,0,1,,,,,,,,Adult,Productivity,Low,,
349,19.30851142,9.048934163,144,2.596142143,7,15,40.05510876,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,91,5,32,4147,8.93,4.84,0.31,Teen,Gaming,High,14.08,1.576707727
,,,,,,,,,,31,17,45,1853,3.03,1.47,2.09,Adult,Social Media,Low,6.59,2.174917492
117,12.08857443,11.20231916,85,29.08130604,38,3,34.54606593,0,0,,,,,,,,Adult,Productivity,Low,,
33,13.57565001,3.703079674,161,30.97566251,51,14,30.6705012,1,0,,,,,,,,Adult,Productivity,Low,,
63,12.7630191,8.557767964,57,25.85480483,84,6,46.96431861,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,23,33,3849,5.2,2.9,3.29,Young Adult,Social Media,Medium,11.39,2.190384615
207,4.741238641,9.380318086,138,19.4699154,57,13,44.74179672,0,1,,,,,,,,Adult,Productivity,Low,,
164,7.993366879,10.26058185,98,30.51617566,23,12,35.81846051,0,0,,,,,,,,Adult,Productivity,Low,,
330,14.84537983,8.618605196,149,19.98603087,35,13,43.30359922,1,0,,,,,,,,Adult,Productivity,Low,,
105,3.257064308,10.32312431,65,9.590069195,80,10,39.26888226,0,0,,,,,,,,Adult,Productivity,Low,,
407,4.826378779,2.189763384,113,21.06897392,74,22,30.04579408,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,53,11,49,7905,2.66,2.69,4.11,Adult,Social Media,Low,9.46,3.556390977
57,6.630238083,5.156369996,1,34.39923751,53,24,33.71589059,0,0,,,,,,,,Adult,Productivity,Low,,
117,12.08857443,11.20231916,85,29.08130604,38,3,34.54606593,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,49,26,41,1580,9.75,4.16,4.84,Teen,Social Media,High,18.75,1.923076923
179,18.13136588,1.176617952,115,26.33219464,30,11,31.8464498,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,24,5,47,1971,7.47,1.61,4.18,Teen,Social Media,Medium,13.26,1.775100402
26,14.90899341,14.78002646,149,34.97801899,88,4,35.61419398,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,69,27,34,7293,4.19,0.29,1.98,Young Adult,Productivity,Low,6.46,1.54176611
176,8.579220353,4.777138905,134,26.35845841,37,8,41.55167991,0,0,,,,,,,,Adult,Productivity,Low,,
58,1.211835978,11.7336415,122,25.86318228,30,23,33.42693502,0,0,,,,,,,,Adult,Productivity,Low,,
32,13.14888044,10.46957386,148,20.03470662,24,9,30.81810642,0,0,,,,,,,,Adult,Productivity,Low,,
152,14.90981197,10.6193579,11,23.15166187,8,19,35.82084623,0,0,,,,,,,,Adult,Productivity,Low,,
58,1.211835978,11.7336415,122,25.86318228,30,23,33.42693502,0,0,,,,,,,,Adult,Productivity,Low,,
229,14.14604653,12.00308011,117,33.79369606,80,6,30.18191819,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,87,6,46,5799,6.37,2.49,5.1,Young Adult,Social Media,Medium,13.96,2.191522763
205,5.14827526,13.18550527,115,21.34312701,17,20,41.04697535,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,23,33,3849,5.2,2.9,3.29,Young Adult,Social Media,Medium,11.39,2.190384615
,,,,,,,,,,21,7,39,5452,8.14,0.33,1.92,Teen,Productivity,High,10.39,1.276412776
,,,,,,,,,,45,19,45,3838,4.84,3.46,2.88,Young Adult,Gaming,Low,11.18,2.309917355
,,,,,,,,,,30,11,47,7966,7.85,4.6,4.12,Teen,Gaming,Medium,16.57,2.110828025
,,,,,,,,,,24,27,49,5045,6.11,3.2,0.03,Young Adult,Gaming,Medium,9.34,1.528641571
39,7.516468655,11.8876767,108,14.05477226,87,21,29.27117234,1,0,,,,,,,,Adult,Productivity,Low,,
90,13.06454696,7.342756522,36,31.89584452,83,7,45.57171222,0,1,,,,,,,,Adult,Productivity,Low,,
275,17.66446323,2.586714563,190,3.644021699,81,8,29.92814043,1,0,,,,,,,,Adult,Productivity,Low,,
135,2.491276491,12.67438806,57,1.172792754,60,25,42.96501114,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,81,21,32,5070,7.9,0.11,2.93,Teen,Social Media,Medium,10.94,1.384810127
356,5.291783105,5.358809334,120,25.95293724,5,21,30.16470429,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,58,17,45,5933,7.25,1.94,0.94,Teen,Productivity,Medium,10.13,1.397241379
259,6.297124857,5.344492728,54,33.71214707,51,10,29.58585539,1,0,,,,,,,,Adult,Productivity,Low,,
148,19.91704436,9.005489003,73,17.40011697,64,6,45.34952922,0,1,,,,,,,,Adult,Productivity,Low,,
350,9.347008877,1.383604714,35,31.82146646,78,3,35.69347105,1,0,,,,,,,,Adult,Productivity,Low,,
235,18.73929822,10.85729664,37,15.69618665,37,4,48.74766843,0,1,,,,,,,,Adult,Productivity,Low,,
58,5.157856616,9.278092496,88,20.74574505,39,8,43.22754952,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,6,31,6323,5.85,2.74,5.81,Young Adult,Social Media,Medium,14.4,2.461538462
,,,,,,,,,,30,18,40,2166,9.55,4.6,3.09,Teen,Gaming,High,17.24,1.805235602
,,,,,,,,,,87,6,46,5799,6.37,2.49,5.1,Young Adult,Social Media,Medium,13.96,2.191522763
,,,,,,,,,,13,29,32,1635,8.94,0.82,5.2,Teen,Social Media,High,14.96,1.673378076
231,11.36414049,2.040098082,8,10.56729266,44,7,44.22354291,0,1,,,,,,,,Adult,Productivity,Low,,
48,13.66411201,13.45432343,130,13.80764231,33,11,48.41784009,0,1,,,,,,,,Adult,Productivity,Low,,
148,19.91704436,9.005489003,73,17.40011697,64,6,45.34952922,0,1,,,,,,,,Adult,Productivity,Low,,
344,6.183370684,4.651269735,17,16.70605692,48,14,45.17675489,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,94,27,43,7933,7.5,1.54,0.33,Teen,Productivity,Medium,9.37,1.249333333
287,8.527071752,12.58680925,99,27.81943738,57,13,42.20783788,1,0,,,,,,,,Adult,Productivity,Low,,
116,7.745616444,14.38816818,17,12.7645633,93,2,37.68437796,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,30,11,34,7457,3.72,1.97,1.93,Adult,Productivity,Low,7.62,2.048387097
,,,,,,,,,,24,5,47,1971,7.47,1.61,4.18,Teen,Social Media,Medium,13.26,1.775100402
,,,,,,,,,,13,29,32,1635,8.94,0.82,5.2,Teen,Social Media,High,14.96,1.673378076
335,17.03347613,0.533123469,120,27.860461,48,21,48.22662341,1,1,,,,,,,,Adult,Productivity,Low,,
96,3.89912952,12.25496674,128,34.67160465,86,29,38.11560932,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,10,33,1004,2.31,3.01,1.42,Adult,Gaming,Low,6.74,2.917748918
391,1.92491253,12.76837553,128,18.91881927,51,18,39.18393203,1,0,,,,,,,,Adult,Productivity,Low,,
350,9.347008877,1.383604714,35,31.82146646,78,3,35.69347105,1,0,,,,,,,,Adult,Productivity,Low,,
125,11.41355365,3.115909524,86,6.90761816,92,14,34.28994936,1,0,,,,,,,,Adult,Productivity,Low,,
392,5.663250802,3.148053353,63,20.46254382,23,11,39.13512098,1,0,,,,,,,,Adult,Productivity,Low,,
102,9.68517306,8.165597194,54,11.00171109,67,16,47.28631676,0,1,,,,,,,,Adult,Productivity,Low,,
57,19.60859852,7.169349917,162,30.80662285,36,19,31.34454677,1,0,,,,,,,,Adult,Productivity,Low,,
394,7.237070948,13.55210833,198,17.31256511,78,3,30.22300784,1,0,,,,,,,,Adult,Productivity,Low,,
363,3.589072371,1.61779404,51,31.41231765,15,23,28.26638646,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,11,33,1119,3.91,1.88,1.09,Adult,Productivity,Low,6.88,1.759590793
371,5.442649652,14.52120779,171,1.008075802,74,4,29.2796035,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,12,14,45,2982,6.59,1.08,2.07,Young Adult,Social Media,Medium,9.74,1.477996965
,,,,,,,,,,23,21,45,5992,9.79,3.78,0.05,Teen,Gaming,High,13.62,1.391215526
134,17.35068724,9.524690528,57,11.90525317,50,23,40.21186888,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,63,24,48,1512,6.82,1.89,2.02,Young Adult,Social Media,Medium,10.73,1.573313783
,,,,,,,,,,71,17,40,4124,7.54,0.16,5.92,Teen,Social Media,Medium,13.62,1.806366048
69,5.503704025,14.59799972,30,5.091517909,16,10,30.41419637,0,0,,,,,,,,Adult,Productivity,Low,,
391,1.92491253,12.76837553,128,18.91881927,51,18,39.18393203,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,11,46,4736,8.57,3.48,3.29,Teen,Gaming,High,15.34,1.789964994
237,19.17497579,1.363628263,186,28.83871187,54,28,43.97155802,1,0,,,,,,,,Adult,Productivity,Low,,
407,13.7917972,2.836754552,86,16.03815792,76,3,45.60156131,1,1,,,,,,,,Adult,Productivity,Low,,
376,14.19280579,3.473929594,130,28.09112615,74,23,34.72329274,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,81,21,32,5070,7.9,0.11,2.93,Teen,Social Media,Medium,10.94,1.384810127
399,14.13117885,5.025595999,193,33.89538296,37,17,36.10280967,1,0,,,,,,,,Adult,Productivity,Low,,
76,5.649539917,5.854612341,104,33.9017792,26,14,40.1836493,0,0,,,,,,,,Adult,Productivity,Low,,
202,7.621953043,6.50134574,107,32.00242519,77,12,49.91935543,0,1,,,,,,,,Adult,Productivity,Low,,
320,14.9796036,11.36713703,90,19.30565067,49,15,30.32462305,1,0,,,,,,,,Adult,Productivity,Low,,
139,11.48288356,5.698865712,57,17.35610405,91,21,49.18853245,1,1,,,,,,,,Adult,Productivity,Low,,
378,6.022939973,8.256383599,22,3.231288916,49,17,28.94982219,1,0,,,,,,,,Adult,Productivity,Low,,
90,13.06454696,7.342756522,36,31.89584452,83,7,45.57171222,0,1,,,,,,,,Adult,Productivity,Low,,
126,8.14971173,3.93625045,68,28.45262856,50,9,41.21307533,0,0,,,,,,,,Adult,Productivity,Low,,
221,16.79477669,8.792253284,123,31.72661488,70,4,39.77682289,0,0,,,,,,,,Adult,Productivity,Low,,
262,6.176740821,8.738381187,51,22.66587371,99,26,47.31543505,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,6,46,2470,7.65,2.38,0.53,Teen,Gaming,Medium,10.56,1.380392157
407,13.7917972,2.836754552,86,16.03815792,76,3,45.60156131,1,1,,,,,,,,Adult,Productivity,Low,,
344,6.183370684,4.651269735,17,16.70605692,48,14,45.17675489,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,49,26,41,1580,9.75,4.16,4.84,Teen,Social Media,High,18.75,1.923076923
,,,,,,,,,,56,5,43,2631,8.42,2,0.02,Teen,Productivity,High,10.44,1.239904988
288,4.213018762,12.76972189,29,1.03808379,10,21,34.44208481,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,60,27,45,1991,6.55,2.08,0.89,Young Adult,Gaming,Medium,9.52,1.453435115
96,3.89912952,12.25496674,128,34.67160465,86,29,38.11560932,1,0,,,,,,,,Adult,Productivity,Low,,
222,1.973724067,13.01486397,72,19.10848566,27,4,43.75911454,0,0,,,,,,,,Adult,Productivity,Low,,
164,2.089699255,3.065870412,4,28.93144021,56,28,31.62592595,0,0,,,,,,,,Adult,Productivity,Low,,
275,17.66446323,2.586714563,190,3.644021699,81,8,29.92814043,1,0,,,,,,,,Adult,Productivity,Low,,
245,18.67538253,7.219752421,144,30.51746734,24,22,44.81619857,1,1,,,,,,,,Adult,Productivity,Low,,
117,12.08857443,11.20231916,85,29.08130604,38,3,34.54606593,0,0,,,,,,,,Adult,Productivity,Low,,
330,14.84537983,8.618605196,149,19.98603087,35,13,43.30359922,1,0,,,,,,,,Adult,Productivity,Low,,
383,8.727062678,4.857662332,179,18.51842943,82,15,45.27036396,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,89,9,35,3294,8.7,4.08,5.05,Teen,Social Media,High,17.83,2.049425287
194,7.995998162,11.54532023,118,4.721898355,41,13,46.2058337,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,24,14,49,7407,5.97,2.27,3.58,Young Adult,Social Media,Medium,11.82,1.979899497
54,18.60733501,6.337009891,152,1.322504743,60,27,33.26196229,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,90,24,44,5548,7.67,3.63,1.23,Teen,Gaming,Medium,12.53,1.633637549
,,,,,,,,,,87,16,46,1116,9.67,0.07,2.13,Teen,Social Media,High,11.87,1.227507756
414,19.63863368,6.928781427,179,21.42714718,40,20,31.01641353,1,0,,,,,,,,Adult,Productivity,Low,,
128,8.163521527,7.456583215,26,21.64841924,77,3,36.61356536,0,0,,,,,,,,Adult,Productivity,Low,,
19,6.600359712,13.12104819,49,8.839352657,46,24,49.11068618,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,31,8,48,5777,4.69,3.23,3.07,Young Adult,Gaming,Low,10.99,2.343283582
45,3.768240119,10.33238152,129,31.51282903,73,26,45.3118745,0,1,,,,,,,,Adult,Productivity,Low,,
26,14.90899341,14.78002646,149,34.97801899,88,4,35.61419398,1,0,,,,,,,,Adult,Productivity,Low,,
364,8.769890684,10.82171512,178,12.18774642,39,19,29.46634489,1,0,,,,,,,,Adult,Productivity,Low,,
229,8.417126031,10.7909362,137,14.33314119,82,6,30.67303028,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,21,7,39,5452,8.14,0.33,1.92,Teen,Productivity,High,10.39,1.276412776
391,1.92491253,12.76837553,128,18.91881927,51,18,39.18393203,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,56,25,37,4051,9.49,2.06,5.54,Teen,Social Media,High,17.09,1.800842993
33,13.57565001,3.703079674,161,30.97566251,51,14,30.6705012,1,0,,,,,,,,Adult,Productivity,Low,,
126,8.14971173,3.93625045,68,28.45262856,50,9,41.21307533,0,0,,,,,,,,Adult,Productivity,Low,,
55,8.744447874,10.39113024,168,2.866008898,7,13,39.05645368,1,0,,,,,,,,Adult,Productivity,Low,,
196,0.459699736,2.514272204,151,2.754257426,76,16,29.78022423,1,0,,,,,,,,Adult,Productivity,Low,,
202,7.621953043,6.50134574,107,32.00242519,77,12,49.91935543,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,10,37,6869,9.26,3.18,3.21,Teen,Social Media,High,15.65,1.690064795
391,1.92491253,12.76837553,128,18.91881927,51,18,39.18393203,1,0,,,,,,,,Adult,Productivity,Low,,
32,1.709372036,7.699272353,8,16.75494544,42,25,34.93895171,0,0,,,,,,,,Adult,Productivity,Low,,
194,9.786168844,0.254395874,55,28.04162249,26,27,44.82581562,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,89,6,30,3660,4.09,1.3,0.51,Young Adult,Productivity,Low,5.9,1.442542787
207,4.741238641,9.380318086,138,19.4699154,57,13,44.74179672,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,24,27,49,5045,6.11,3.2,0.03,Young Adult,Gaming,Medium,9.34,1.528641571
247,16.42649419,5.512084454,147,8.773255492,32,3,49.30675311,1,1,,,,,,,,Adult,Productivity,Low,,
300,1.110293768,1.040227869,86,14.31542478,8,7,44.13951637,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,42,15,46,7617,3.99,1.49,4.42,Adult,Social Media,Low,9.9,2.481203008
275,19.57996788,2.051089176,182,15.33993043,62,12,41.33756463,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,8,45,4261,7.21,4.58,5.37,Teen,Social Media,Medium,17.16,2.380027739
247,16.42649419,5.512084454,147,8.773255492,32,3,49.30675311,1,1,,,,,,,,Adult,Productivity,Low,,
364,0.963675588,7.559210795,56,26.7400151,93,6,45.70975799,1,1,,,,,,,,Adult,Productivity,Low,,
166,8.453639043,6.791111189,114,16.88856606,53,4,39.59491221,0,0,,,,,,,,Adult,Productivity,Low,,
67,2.853226539,8.253293873,115,22.41244938,12,21,35.14287039,0,0,,,,,,,,Adult,Productivity,Low,,
55,8.744447874,10.39113024,168,2.866008898,7,13,39.05645368,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,61,7,36,3701,6.32,2.78,1.08,Young Adult,Gaming,Medium,10.18,1.610759494
299,9.91121059,11.92462728,70,4.47458307,9,6,39.92921852,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,69,27,34,7293,4.19,0.29,1.98,Young Adult,Productivity,Low,6.46,1.54176611
,,,,,,,,,,11,11,33,1119,3.91,1.88,1.09,Adult,Productivity,Low,6.88,1.759590793
143,2.741633903,8.039631381,175,8.355016783,98,22,44.2218557,1,1,,,,,,,,Adult,Productivity,Low,,
112,7.769392757,14.95897024,11,4.938691131,30,17,35.44188513,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,31,8,48,5777,4.69,3.23,3.07,Young Adult,Gaming,Low,10.99,2.343283582
246,6.681931063,4.066653606,38,26.08709607,97,21,32.75284002,1,1,,,,,,,,Adult,Productivity,Low,,
55,8.744447874,10.39113024,168,2.866008898,7,13,39.05645368,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,5,37,7070,4.38,0.32,1.4,Young Adult,Productivity,Low,6.1,1.392694064
55,8.744447874,10.39113024,168,2.866008898,7,13,39.05645368,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,18,13,33,2682,7.44,2.4,0.63,Teen,Gaming,Medium,10.47,1.407258065
347,14.76700758,12.42771626,76,31.92383337,12,12,43.98215773,1,0,,,,,,,,Adult,Productivity,Low,,
302,1.601147487,0.232435931,190,5.961350517,75,1,29.28812044,1,0,,,,,,,,Adult,Productivity,Low,,
399,14.13117885,5.025595999,193,33.89538296,37,17,36.10280967,1,0,,,,,,,,Adult,Productivity,Low,,
164,2.089699255,3.065870412,4,28.93144021,56,28,31.62592595,0,0,,,,,,,,Adult,Productivity,Low,,
402,19.59225952,5.987599296,67,4.721941242,35,1,29.56764801,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,73,24,49,5869,6.38,0.38,4.32,Young Adult,Social Media,Medium,11.08,1.736677116
147,12.76443159,13.49972859,74,24.76568509,32,10,36.40267207,0,0,,,,,,,,Adult,Productivity,Low,,
212,0.64957376,9.331044982,189,33.51813372,24,17,28.24268782,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,53,9,49,6177,5.12,2.85,3.21,Young Adult,Social Media,Medium,11.18,2.18359375
57,19.60859852,7.169349917,162,30.80662285,36,19,31.34454677,1,0,,,,,,,,Adult,Productivity,Low,,
57,19.60859852,7.169349917,162,30.80662285,36,19,31.34454677,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,70,27,30,7614,9.55,4.62,5.25,Teen,Social Media,High,19.42,2.033507853
175,16.03889096,9.132950573,7,7.433532353,41,9,32.52511977,0,0,,,,,,,,Adult,Productivity,Low,,
330,14.84537983,8.618605196,149,19.98603087,35,13,43.30359922,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,15,24,35,2664,5.94,2.93,3.52,Young Adult,Social Media,Medium,12.39,2.085858586
135,4.680686838,10.90550662,137,13.39970648,86,16,28.56786195,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,69,24,45,6225,6.49,2.06,2.12,Young Adult,Social Media,Medium,10.67,1.644067797
49,7.607455756,0.882019666,2,9.795403244,82,10,40.81329848,0,0,,,,,,,,Adult,Productivity,Low,,
33,13.57565001,3.703079674,161,30.97566251,51,14,30.6705012,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,44,14,32,1740,2.43,0.67,2.84,Adult,Social Media,Low,5.94,2.444444444
132,13.88851814,14.62725409,20,10.63366024,63,14,37.66690977,0,0,,,,,,,,Adult,Productivity,Low,,
384,1.056372592,3.536585353,88,23.51180834,14,2,42.55015344,1,0,,,,,,,,Adult,Productivity,Low,,
344,6.878428932,8.661176346,195,1.308461758,5,7,32.94154346,1,0,,,,,,,,Adult,Productivity,Low,,
25,16.94855673,4.025771978,171,4.505187364,42,2,36.73359338,1,0,,,,,,,,Adult,Productivity,Low,,
220,18.69881855,13.8644243,124,17.20701216,21,5,42.50578629,0,0,,,,,,,,Adult,Productivity,Low,,
224,19.91903172,0.769014927,153,2.064278667,21,2,28.20529564,1,0,,,,,,,,Adult,Productivity,Low,,
135,4.680686838,10.90550662,137,13.39970648,86,16,28.56786195,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,39,21,31,4769,7.01,1.92,3.21,Teen,Social Media,Medium,12.14,1.731811698
251,3.017435952,10.7210477,53,20.13350974,84,4,40.19298331,1,0,,,,,,,,Adult,Productivity,Low,,
240,6.230409758,11.25619558,110,17.08914401,11,11,42.1013857,0,0,,,,,,,,Adult,Productivity,Low,,
298,19.88970351,13.15608921,41,22.98660725,80,5,45.3806696,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,10,21,32,3141,3.89,3.04,4.31,Adult,Social Media,Low,11.24,2.889460154
245,18.67538253,7.219752421,144,30.51746734,24,22,44.81619857,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,15,24,35,2664,5.94,2.93,3.52,Young Adult,Social Media,Medium,12.39,2.085858586
356,5.291783105,5.358809334,120,25.95293724,5,21,30.16470429,1,0,,,,,,,,Adult,Productivity,Low,,
179,18.13136588,1.176617952,115,26.33219464,30,11,31.8464498,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,46,24,42,4251,5.82,1.71,1.21,Young Adult,Productivity,Medium,8.74,1.501718213
206,5.198518178,13.66154561,49,11.0980978,98,26,37.37383445,1,0,,,,,,,,Adult,Productivity,Low,,
